# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/05-Apul-lncRNA/lncRNAs.gtf" "-o" "../output/05-Apul-lncRNA/counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/1A10.sorted.bam" "../data/1A12.sorted.bam" "../data/1A1.sorted.bam" "../data/1A2.sorted.bam" "../data/1A8.sorted.bam" "../data/1A9.sorted.bam" "../data/1B10.sorted.bam" "../data/1B1.sorted.bam" "../data/1B2.sorted.bam" "../data/1B5.sorted.bam" "../data/1B9.sorted.bam" "../data/1C10.sorted.bam" "../data/1C4.sorted.bam" "../data/1D10.sorted.bam" "../data/1D3.sorted.bam" "../data/1D4.sorted.bam" "../data/1D6.sorted.bam" "../data/1D8.sorted.bam" "../data/1D9.sorted.bam" "../data/1E1.sorted.bam" "../data/1E3.sorted.bam" "../data/1E5.sorted.bam" "../data/1E9.sorted.bam" "../data/1F11.sorted.bam" "../data/1F4.sorted.bam" "../data/1F8.sorted.bam" "../data/1G5.sorted.bam" "../data/1H11.sorted.bam" "../data/1H12.sorted.bam" "../data/1H6.sorted.bam" "../data/1H7.sorted.bam" "../data/1H8.sorted.bam" "../data/2B2.sorted.bam" "../data/2B3.sorted.bam" "../data/2C1.sorted.bam" "../data/2C2.sorted.bam" "../data/2D2.sorted.bam" "../data/2E2.sorted.bam" "../data/2F1.sorted.bam" "../data/2G1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/1A10.sorted.bam	../data/1A12.sorted.bam	../data/1A1.sorted.bam	../data/1A2.sorted.bam	../data/1A8.sorted.bam	../data/1A9.sorted.bam	../data/1B10.sorted.bam	../data/1B1.sorted.bam	../data/1B2.sorted.bam	../data/1B5.sorted.bam	../data/1B9.sorted.bam	../data/1C10.sorted.bam	../data/1C4.sorted.bam	../data/1D10.sorted.bam	../data/1D3.sorted.bam	../data/1D4.sorted.bam	../data/1D6.sorted.bam	../data/1D8.sorted.bam	../data/1D9.sorted.bam	../data/1E1.sorted.bam	../data/1E3.sorted.bam	../data/1E5.sorted.bam	../data/1E9.sorted.bam	../data/1F11.sorted.bam	../data/1F4.sorted.bam	../data/1F8.sorted.bam	../data/1G5.sorted.bam	../data/1H11.sorted.bam	../data/1H12.sorted.bam	../data/1H6.sorted.bam	../data/1H7.sorted.bam	../data/1H8.sorted.bam	../data/2B2.sorted.bam	../data/2B3.sorted.bam	../data/2C1.sorted.bam	../data/2C2.sorted.bam	../data/2D2.sorted.bam	../data/2E2.sorted.bam	../data/2F1.sorted.bam	../data/2G1.sorted.bam
lncRNA_3436	ptg000001l	14577115	14577361	+	247	9	2	5	3	0	0	14	7	0	0	47	0	2	0	0	38	0	13	0	0	0	0	30	0	8	8	14	2	0	8	0	0	12	0	0	0	37	52	67	1
lncRNA_3437	ptg000001l	14619453	14619868	+	416	5	4	58	0	1	0	0	14	4	6	1	0	6	16	2	3	1	0	9	73	17	0	0	0	16	23	41	4	4	23	20	0	35	0	2	1	0	0	0	9
lncRNA_3438	ptg000001l	14668768	14669019	+	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3439	ptg000001l	14675562	14675809	+	248	0	0	0	2	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
lncRNA_3440	ptg000001l	14676478	14677253	+	776	58	63	0	0	0	0	95	2	0	2	47	0	0	73	1	36	0	69	0	67	12	0	9	6	91	39	1	63	0	39	0	0	11	1	0	0	30	0	25	70
lncRNA_3441	ptg000001l	14806348	14806588	+	241	6	0	99	0	4	6	2	0	0	0	9	44	5	4	2	0	11	0	0	39	2	0	0	0	0	0	36	0	1	0	2	6	51	0	3	1	16	0	0	0
lncRNA_3442	ptg000001l	14815861	14816236	+	376	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3443	ptg000001l	14837588	14838318	+	731	10	0	80	0	0	0	0	6	0	0	0	6	20	18	0	0	0	4	0	19	4	2	0	14	28	11	9	0	0	11	4	0	9	0	0	14	0	0	0	2
lncRNA_3444	ptg000001l	14838587	14839169	+	583	0	0	49	0	0	0	0	4	0	0	0	10	10	2	4	0	0	8	0	24	2	0	0	8	32	0	0	0	0	0	10	0	16	0	0	19	0	0	0	0
lncRNA_3445	ptg000001l	15163516	15163946	+	431	10	0	34	0	0	0	0	6	0	0	2	12	0	0	0	0	1	14	0	20	2	1	0	2	10	0	6	0	8	0	0	0	8	1	0	5	0	0	0	0
lncRNA_3446	ptg000001l	15198958	15200010	+	1053	2	4	6	39	8	20	4	20	24	31	31	16	0	0	16	24	4	16	0	0	23	3	4	4	10	0	35	4	0	0	15	0	0	11	48	2	0	0	0	17
lncRNA_3447	ptg000001l	15229438	15230146	+	709	0	0	36	0	0	0	0	0	0	0	0	4	9	26	0	0	0	0	0	32	4	0	0	7	4	0	75	0	0	0	0	6	10	0	0	1	15	0	0	6
lncRNA_3448	ptg000001l	15324446	15324691	+	246	0	0	27	0	0	0	6	1	0	1	0	0	2	0	0	2	0	0	0	0	0	3	1	0	0	0	2	0	1	0	0	0	2	0	2	0	0	0	0	0
lncRNA_3449	ptg000001l	15344758	15345369	+	612	0	0	8	0	3	4	0	10	7	0	0	0	6	2	0	0	0	0	0	6	6	1	0	2	0	0	28	0	0	0	0	0	13	0	0	4	0	0	4	0
lncRNA_3450	ptg000001l	15357635	15357934	+	300	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3451	ptg000001l	15395149	15395488	+	340	0	0	9	0	0	0	0	10	25	0	0	8	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0
lncRNA_3452	ptg000001l	15422913	15423735	+	823	7	1	1	14	0	47	0	6	13	4	8	20	5	24	2	0	9	2	0	9	3	8	5	10	4	16	28	1	10	16	17	5	5	7	19	15	0	0	0	1
lncRNA_3453	ptg000001l	15454222	15455049	+	828	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	3	2	0	0	8	0	0	0	0	0	1	0	0	0	1	3	0	1	0	0	0	0	0	3
lncRNA_3454	ptg000001l	15768164	15768500	+	337	8	5	3	15	0	3	5	12	13	13	14	0	35	11	5	16	11	1	22	3	2	20	2	1	2	2	13	5	15	2	16	5	10	13	13	11	18	0	16	8
lncRNA_3455	ptg000001l	15788606	15788841	+	236	16	1	18	0	0	1	3	2	0	0	0	10	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	2	1	0	0	0	10	0	39	0
lncRNA_3456	ptg000001l	15841012	15841256	+	245	4	3	65	0	0	0	0	0	4	7	0	20	2	2	0	4	9	3	0	64	2	0	0	4	2	0	0	3	3	0	6	14	16	0	0	0	8	8	0	0
lncRNA_3457	ptg000001l	15844082	15844298	+	217	0	0	0	0	0	0	0	6	0	0	0	0	6	0	2	0	0	0	0	9	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	2
lncRNA_3458	ptg000001l	15891319	15891564	+	246	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3459	ptg000001l	16037726	16038790	+	1065	13	2	37	12	0	14	0	0	2	1	20	8	16	4	0	0	6	0	0	44	4	0	3	2	2	8	133	2	8	8	0	25	66	0	19	16	33	1	47	8
lncRNA_3460	ptg000001l	16093019	16093273	+	255	3	0	0	0	0	1	0	4	0	1	1	0	0	11	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
lncRNA_3461	ptg000001l	16163981	16164244	+	264	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0
lncRNA_3462	ptg000001l	16166343	16166681	+	339	0	0	43	0	0	2	11	9	6	5	2	11	2	6	0	0	2	13	6	31	2	0	5	2	7	4	45	0	0	4	6	8	6	2	0	0	18	6	2	13
lncRNA_3463	ptg000001l	16169153	16169853	+	701	0	0	11	21	2	7	0	0	2	0	12	37	0	17	0	0	0	2	0	41	17	0	0	6	0	20	21	0	0	20	0	6	20	0	2	0	0	0	80	0
lncRNA_3464	ptg000001l	16170383	16170958	+	576	0	4	0	0	0	0	0	0	0	5	5	11	0	2	0	0	0	0	0	0	0	1	2	2	1	0	2	4	0	0	1	0	6	0	1	3	10	0	0	0
lncRNA_3465	ptg000001l	16173367	16174073	+	707	0	0	16	4	0	0	11	18	0	1	31	1	4	2	1	20	0	5	21	26	0	6	30	2	7	25	4	0	9	25	5	1	22	3	3	1	14	4	44	0
lncRNA_3466	ptg000001l	16223321	16223527	+	207	0	0	9	14	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3467	ptg000001l	16224842	16225517	+	676	1	2	56	16	6	2	3	5	4	0	2	11	18	22	10	0	0	11	0	15	15	7	2	4	26	0	59	2	0	0	15	0	21	0	0	8	52	40	0	0
lncRNA_3468	ptg000001l	16284631	16284858	+	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
lncRNA_3469	ptg000001l	16314136	16315141	+	1006	38	34	30	0	87	0	42	9	82	36	27	43	7	45	1	0	47	49	56	0	86	0	33	115	29	14	0	34	40	14	36	46	48	1	0	0	22	0	45	61
lncRNA_3470	ptg000001l	16350731	16351031	+	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
lncRNA_3471	ptg000001l	16448019	16448296	+	278	0	0	8	0	0	0	0	0	0	0	0	12	1	5	0	0	0	3	0	2	0	0	0	0	3	0	8	0	2	0	0	0	0	0	0	0	4	0	0	0
lncRNA_3472	ptg000001l	16710066	16710878	+	813	0	2	34	12	0	6	6	4	0	0	6	18	45	6	0	0	0	8	0	63	11	0	12	2	8	30	38	2	12	30	8	0	41	10	0	31	52	0	19	2
lncRNA_3473	ptg000001l	16713666	16714820	+	1155	76	6	12	64	23	41	3	64	6	12	97	2	14	16	23	0	36	9	14	19	32	0	0	9	0	7	69	6	18	7	31	86	8	2	6	0	0	0	28	5
lncRNA_3474	ptg000001l	16716002	16716377	+	376	0	1	17	71	0	45	2	0	53	0	0	45	2	0	0	0	0	2	0	0	0	2	0	8	0	0	42	1	0	0	0	0	0	0	5	1	0	0	0	0
lncRNA_3475	ptg000001l	16775753	16776200	+	448	0	8	0	0	0	3	0	62	0	0	0	0	4	8	2	0	2	12	0	0	1	9	0	0	0	0	0	8	0	0	2	2	0	4	0	2	0	0	0	6
lncRNA_3476	ptg000001l	16814576	16814943	+	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3477	ptg000001l	16939390	16940627	+	1238	0	0	34	0	0	18	12	0	21	7	0	16	3	2	0	1	0	6	7	2	0	2	2	31	11	2	0	0	0	2	0	0	0	2	0	4	34	0	0	1
lncRNA_3478	ptg000001l	16943626	16943957	+	332	0	2	0	3	0	0	8	1	0	10	0	2	5	0	30	11	4	0	27	0	0	5	23	0	5	0	3	2	0	0	7	0	5	14	0	4	6	0	0	0
lncRNA_3479	ptg000001l	16996762	16997327	+	566	0	2	78	0	3	5	1	4	0	2	3	3	1	4	0	15	4	2	16	7	0	0	0	13	12	0	34	2	1	0	15	0	10	0	0	19	48	0	3	11
lncRNA_3480	ptg000001l	17084289	17084529	+	241	0	1	0	0	0	0	2	0	0	6	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	4	0	4	0	3	0	0	6	0	0	0	0
lncRNA_3481	ptg000001l	17116178	17116394	+	217	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	22	0	0	2
lncRNA_3482	ptg000001l	17135754	17136148	+	395	0	9	59	0	0	4	0	14	0	0	0	20	11	0	0	0	8	0	0	34	6	0	0	16	16	0	45	9	0	0	8	0	18	0	0	10	24	0	0	8
lncRNA_3483	ptg000001l	17162600	17164032	+	1433	16	4	123	4	2	0	8	21	2	6	8	36	18	4	18	20	0	4	22	44	2	52	5	4	29	0	79	4	2	0	12	10	36	2	0	23	96	6	23	2
lncRNA_3484	ptg000001l	17164477	17164880	+	404	6	0	18	4	2	1	23	2	12	22	32	23	1	0	9	22	6	0	0	8	0	2	32	0	0	0	0	0	4	0	2	12	6	0	6	3	26	8	42	2
lncRNA_3485	ptg000001l	17186978	17188050	+	1073	0	4	0	0	3	1	4	16	0	5	0	0	26	0	0	14	3	17	0	3	0	2	0	2	14	0	0	4	20	0	2	17	0	5	0	8	32	6	0	0
lncRNA_3486	ptg000001l	17278347	17278953	+	607	0	6	192	32	0	4	6	20	2	0	6	60	22	22	6	4	0	0	9	126	2	2	0	6	20	0	104	6	0	0	7	4	104	0	0	26	63	4	0	6
lncRNA_3487	ptg000001l	17289555	17289761	+	207	9	6	0	0	4	0	0	0	0	2	0	0	0	0	0	0	4	0	0	3	2	2	0	0	0	0	3	6	1	0	4	0	0	2	0	2	0	0	6	1
lncRNA_3488	ptg000001l	17331529	17332103	+	575	0	0	9	0	0	0	0	0	0	6	18	0	4	6	0	9	0	0	0	10	0	0	0	0	0	16	17	0	0	16	1	1	0	0	0	0	0	0	2	0
lncRNA_3489	ptg000001l	17400779	17401193	+	415	4	4	126	18	0	0	0	3	0	0	0	10	23	15	4	0	17	12	0	57	12	0	4	10	27	0	98	4	6	0	10	0	79	8	0	8	94	0	0	0
lncRNA_3490	ptg000001l	17420826	17421028	+	203	0	6	10	0	4	18	0	8	3	0	0	6	4	5	0	0	3	1	0	21	0	0	0	2	3	0	42	6	0	0	0	8	11	0	0	2	53	20	0	14
lncRNA_3491	ptg000001l	17798493	17799135	+	643	1	13	20	8	0	0	0	1	0	0	2	13	5	0	2	0	0	0	0	43	0	0	0	1	8	0	24	13	0	0	8	1	11	4	6	13	12	0	0	1
lncRNA_3492	ptg000001l	18031700	18031910	+	211	0	21	2	0	1	0	1	0	0	0	0	0	0	7	0	14	0	7	0	4	5	0	5	8	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	11
lncRNA_3493	ptg000001l	18033559	18033880	+	322	0	0	0	6	2	0	0	16	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	58	0	0	0	26	0	0	2	0	10	0	24	0	0
lncRNA_3494	ptg000001l	18087169	18087484	+	316	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3495	ptg000001l	18092362	18092981	+	620	0	0	4	0	0	0	4	0	0	2	0	0	6	0	0	0	0	0	0	0	4	0	0	0	6	0	4	0	0	0	0	2	0	0	0	4	18	0	0	0
lncRNA_3496	ptg000001l	18097773	18098423	+	651	0	0	6	0	1	0	4	0	0	3	0	0	4	0	6	0	0	0	38	0	0	1	0	0	0	0	30	0	0	0	6	0	4	2	0	6	0	0	0	3
lncRNA_3497	ptg000001l	18145451	18146371	+	921	0	24	29	0	0	14	2	0	0	7	0	4	15	16	0	17	8	12	0	8	0	0	0	2	31	0	52	24	0	0	25	6	11	19	0	22	20	0	0	28
lncRNA_3498	ptg000001l	18406683	18407226	+	544	0	8	46	8	1	2	0	6	0	0	0	19	5	8	0	0	0	14	12	12	0	0	0	2	38	0	51	8	0	0	15	0	15	0	0	6	12	0	0	1
lncRNA_3499	ptg000001l	18423167	18423445	+	279	3	0	3	10	13	2	12	2	1	6	16	2	0	8	0	0	8	5	9	7	7	2	6	7	0	0	3	0	0	0	4	0	3	4	2	0	0	2	4	2
lncRNA_3500	ptg000001l	18475054	18475904	+	851	0	0	10	4	0	3	0	8	0	2	0	2	18	4	0	0	2	13	0	40	0	5	0	4	4	0	94	0	0	0	16	0	38	0	0	2	16	0	0	0
lncRNA_3501	ptg000001l	18509732	18509972	+	241	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	6	0	0	1	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
lncRNA_3502	ptg000001l	18511147	18511394	+	248	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3503	ptg000001l	18512842	18513274	+	433	0	4	26	0	0	0	12	4	8	6	0	0	4	0	0	0	8	0	0	8	6	2	0	1	10	0	0	4	0	0	26	0	4	0	0	11	0	0	0	0
lncRNA_3504	ptg000001l	18677062	18678030	+	969	0	2	2	0	0	2	8	3	0	0	0	0	2	11	0	0	2	5	6	1	0	9	0	4	8	0	1	2	0	0	4	2	0	10	2	3	0	0	2	8
lncRNA_3505	ptg000001l	18749535	18749830	+	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3506	ptg000001l	18759951	18760279	+	329	0	0	19	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3507	ptg000001l	19026516	19028076	+	1561	0	8	41	30	2	14	32	4	26	3	7	47	31	9	10	44	8	0	76	6	11	54	59	15	38	3	90	8	10	3	14	41	41	24	8	9	98	52	80	29
lncRNA_3508	ptg000001l	19033630	19034543	+	914	13	18	140	178	0	24	35	36	11	31	29	60	32	3	87	129	14	38	81	24	9	20	131	31	32	14	96	18	9	14	17	17	71	13	56	6	94	67	142	20
lncRNA_3509	ptg000001l	19093132	19093816	+	685	0	6	128	15	0	18	5	4	19	5	15	37	21	8	13	0	5	0	13	24	4	5	13	2	12	6	139	6	0	6	26	4	55	3	12	4	3	20	109	0
lncRNA_3510	ptg000001l	19261148	19261969	+	822	0	4	36	0	12	2	0	9	0	4	5	20	0	10	0	18	0	0	0	19	8	2	0	18	0	0	49	4	0	0	35	12	25	4	0	0	12	4	10	6
lncRNA_3511	ptg000001l	19263654	19264052	+	399	5	2	444	26	2	21	0	24	6	4	4	190	38	84	4	0	16	32	0	191	39	2	0	30	21	3	154	2	0	3	28	19	81	2	0	34	165	42	0	4
lncRNA_3512	ptg000001l	19277006	19277525	+	520	0	0	2	0	8	0	0	0	0	6	4	0	0	11	0	2	18	1	0	2	4	0	0	0	0	17	4	0	42	17	6	31	10	0	5	2	0	8	0	0
lncRNA_3513	ptg000001l	19569975	19571165	+	1191	1	0	0	0	0	0	1	2	0	0	0	0	0	7	0	0	0	0	0	15	3	3	3	0	19	1	15	0	0	1	0	1	32	0	0	0	7	3	4	0
lncRNA_3514	ptg000001l	19575046	19575259	+	214	1	4	0	0	0	0	0	2	0	0	6	0	5	0	10	0	1	1	23	1	0	0	0	0	1	0	1	4	0	0	2	0	0	0	2	0	0	0	1	0
lncRNA_3515	ptg000001l	19726249	19727567	+	1319	8	0	62	0	2	2	0	0	2	0	0	3	11	6	1	4	0	6	0	73	11	2	0	0	16	0	23	0	4	0	2	5	35	2	3	8	104	3	0	0
lncRNA_3516	ptg000001l	19753104	19753883	+	780	0	0	79	0	0	0	2	0	0	0	0	3	10	0	0	0	0	4	0	10	0	0	0	7	2	0	10	0	0	0	6	0	8	0	0	14	51	0	0	0
lncRNA_3517	ptg000001l	19863370	19863730	+	361	0	0	34	0	0	0	0	0	0	2	0	0	2	14	0	0	4	0	0	10	0	1	0	2	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1
lncRNA_3518	ptg000001l	19936944	19937193	+	250	0	7	2	0	0	4	0	22	0	11	0	0	17	14	0	0	0	3	0	8	2	24	0	0	2	0	28	7	1	0	2	0	3	7	5	0	0	0	0	0
lncRNA_3519	ptg000001l	19943483	19944645	+	1163	0	0	60	0	0	6	0	0	0	11	0	35	0	7	0	0	9	6	0	23	2	4	0	9	6	0	93	0	3	0	5	4	36	0	4	8	8	0	0	0
lncRNA_3520	ptg000001l	19969975	19970971	+	997	0	8	3	0	0	0	0	1	0	0	0	0	10	0	0	0	0	21	0	0	0	0	0	0	4	0	31	8	2	0	0	4	0	0	0	5	9	0	6	0
lncRNA_3521	ptg000001l	19991598	19992077	+	480	7	13	13	9	11	2	2	0	7	0	0	3	0	5	0	10	1	0	0	0	0	7	12	10	14	0	2	13	38	0	3	5	6	0	0	9	0	0	0	5
lncRNA_3522	ptg000001l	20059031	20060001	+	971	6	9	189	1	0	3	0	5	0	0	19	41	56	36	2	6	12	36	12	197	18	1	0	16	58	0	133	9	4	0	47	6	74	4	2	54	116	0	0	7
lncRNA_3523	ptg000001l	20084277	20084816	+	540	0	0	33	3	0	2	0	0	10	1	5	4	13	0	3	0	0	0	0	17	0	0	0	1	0	0	8	0	0	0	11	0	5	0	4	14	0	4	0	0
lncRNA_3524	ptg000001l	20091807	20092079	+	273	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	2	0	1	2	0	2	0	0	0	0	0	0	7	0	3	0	0	0	0
lncRNA_3525	ptg000001l	20093783	20094164	+	382	15	11	15	15	2	0	36	11	23	6	20	1	8	5	13	11	51	2	11	16	3	11	28	22	3	14	16	11	1	14	16	4	6	12	11	10	14	0	40	8
lncRNA_3526	ptg000001l	20094537	20094827	+	291	0	13	5	6	2	1	4	0	18	1	0	16	0	0	6	4	11	0	0	1	6	0	0	3	5	0	0	13	0	0	0	0	0	2	0	4	0	0	5	0
lncRNA_3527	ptg000001l	20121154	20122379	+	1226	2	14	225	12	0	26	0	25	4	6	0	54	46	11	0	0	3	28	0	68	10	10	0	12	26	0	162	14	0	0	25	2	88	0	0	35	58	22	0	8
lncRNA_3528	ptg000001l	20124923	20126006	+	1084	0	4	97	4	0	0	0	6	6	4	0	8	25	0	6	12	4	2	0	34	0	10	2	10	2	8	13	4	0	8	4	0	28	0	6	2	55	10	38	2
lncRNA_3529	ptg000001l	20128323	20128817	+	495	0	6	1	5	0	4	0	0	4	0	0	0	10	10	0	0	2	4	0	6	0	0	4	7	0	0	87	6	0	0	8	4	0	0	4	0	0	0	0	3
lncRNA_3530	ptg000001l	20299908	20300225	+	318	0	9	0	0	0	6	0	0	0	0	0	0	2	3	0	0	0	15	0	0	0	0	0	0	15	0	12	9	0	0	6	0	0	0	0	0	38	0	0	0
lncRNA_3531	ptg000001l	20393519	20394060	+	542	6	2	91	5	0	3	12	8	7	1	0	38	12	4	8	15	0	0	0	24	0	1	2	1	8	0	32	2	8	0	4	4	8	9	6	3	58	6	0	4
lncRNA_3532	ptg000001l	20395966	20396237	+	272	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1
lncRNA_3533	ptg000001l	20584971	20585700	+	730	2	0	4	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	5	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0
lncRNA_3534	ptg000001l	20587755	20588660	+	906	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3535	ptg000001l	20594657	20595881	+	1225	0	0	0	1	0	0	0	1	0	0	2	0	0	2	2	0	0	0	6	0	0	0	0	5	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3536	ptg000001l	20627160	20630401	+	3242	77	3	16	94	0	117	26	28	17	35	110	8	17	95	28	48	10	27	34	164	110	10	28	20	14	109	150	3	0	109	4	11	120	21	32	24	84	0	84	14
lncRNA_3537	ptg000001l	20702391	20702688	+	298	0	0	0	0	0	0	0	0	0	6	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3538	ptg000001l	20740702	20741391	+	690	0	6	15	0	0	3	0	0	0	0	16	0	0	2	0	0	0	4	0	6	0	0	0	0	0	0	14	6	0	0	0	0	4	0	0	8	20	0	0	0
lncRNA_3539	ptg000001l	20742337	20742847	+	511	0	0	216	0	0	8	0	54	4	0	2	52	6	4	2	12	14	6	0	38	8	4	0	2	35	0	76	0	12	0	24	6	46	0	0	17	137	40	0	17
lncRNA_3540	ptg000001l	20841189	20841437	+	249	0	0	1	0	0	0	0	2	0	0	0	6	4	3	0	0	0	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0
lncRNA_3541	ptg000001l	20899576	20900601	+	1026	6	2	599	36	4	22	8	59	4	0	17	100	61	32	2	4	1	6	23	151	15	2	0	24	90	34	329	2	0	34	42	22	131	0	4	70	125	20	2	11
lncRNA_3542	ptg000001l	20901572	20902342	+	771	0	2	110	0	2	0	0	4	0	0	0	20	4	10	0	0	2	0	0	37	0	9	0	0	38	1	99	2	0	1	3	8	59	0	0	7	57	36	1	0
lncRNA_3543	ptg000001l	20910199	20910568	+	370	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lncRNA_3544	ptg000001l	20936668	20937885	+	1218	0	0	112	0	0	8	0	14	0	0	0	57	12	6	0	0	17	3	0	37	0	0	0	22	8	0	102	0	0	0	8	2	33	1	0	8	56	8	0	0
lncRNA_3545	ptg000001l	20982045	20982481	+	437	0	6	30	0	0	16	0	1	0	0	0	0	5	0	1	0	1	0	0	2	0	0	0	7	11	0	58	6	0	0	8	0	8	0	0	0	29	0	8	2
lncRNA_3546	ptg000001l	21041184	21041672	+	489	6	2	10	2	1	0	0	10	0	6	12	0	2	16	0	8	7	0	0	50	0	8	0	0	0	0	11	2	18	0	6	2	35	2	0	22	22	0	0	0
lncRNA_3547	ptg000001l	21109935	21110412	+	478	9	1	3	0	11	5	0	7	0	1	0	0	1	3	0	0	21	1	0	10	8	0	1	0	9	14	0	1	0	14	11	4	0	4	0	4	15	0	0	0
lncRNA_3548	ptg000001l	21187770	21188510	+	741	4	14	209	16	4	28	4	27	0	2	0	51	27	34	0	18	36	15	0	52	14	9	0	8	8	20	69	14	22	20	50	6	56	2	0	27	31	12	0	8
lncRNA_3549	ptg000001l	21311431	21311786	+	356	5	28	18	0	0	2	13	61	6	0	0	12	0	35	56	20	0	8	0	7	14	0	24	22	28	35	6	28	0	35	12	0	35	0	0	0	17	0	36	6
lncRNA_3550	ptg000001l	21313514	21314004	+	491	0	0	42	0	0	1	0	14	0	2	0	5	10	2	0	0	0	0	0	16	0	0	0	5	0	0	34	0	0	0	7	0	0	0	0	15	0	0	0	0
lncRNA_3551	ptg000001l	21373825	21374091	+	267	0	11	0	0	0	0	13	0	2	0	0	19	0	0	0	0	2	2	12	0	0	0	14	0	0	0	4	11	0	0	0	0	0	1	0	0	0	0	0	10
lncRNA_3552	ptg000001l	21432533	21433569	+	1037	0	0	18	0	1	1	0	5	2	0	10	44	13	4	1	0	3	3	0	23	1	1	3	3	3	0	9	0	0	0	1	2	33	1	0	6	31	19	0	2
