"","mirna","X4","interaction","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","Source","Significance","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"19107","Cluster_17173","FUN_038144","Cluster_17173 _ FUN_038144",1250057,"Cluster_17173","FUN_038144",-0.532536641827619,0.000404267935799149,0.0419642768875005,"mRNA","p < 0.05","ptg000027l:3024701-3048279","P10978","Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Nicotiana tabacum (Common tobacco)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0008270; GO:0015074"
"19113","Cluster_17173","FUN_038179","Cluster_17173 _ FUN_038179",1251536,"Cluster_17173","FUN_038179",-0.535762673945981,0.000366958595161642,0.0398447718501958,"mRNA","p < 0.05","ptg000027l:3471258-3489077","E1BZ85","Meiosis regulator and mRNA stability factor 1 (Limkain-b1) (Meiosis arrest female protein 1 homolog)","Gallus gallus (Chicken)","meiotic cell cycle [GO:0051321]; oogenesis [GO:0048477]","GO:0004540; GO:0005737; GO:0005777; GO:0048477; GO:0051321; GO:1903231; GO:1905762"
"19120","Cluster_17173","FUN_038220","Cluster_17173 _ FUN_038220",1253780,"Cluster_17173","FUN_038220",0.567713989878606,0.000133130558174098,0.0227914682068436,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19126","Cluster_17173","FUN_038240","Cluster_17173 _ FUN_038240",1253525,"Cluster_17173","FUN_038240",-0.53165514939893,0.000415036872420627,0.0425432645950877,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19127","Cluster_17173","FUN_038241","Cluster_17173 _ FUN_038241",1254443,"Cluster_17173","FUN_038241",-0.517348108049722,0.00062966916944384,0.0533202750945534,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19128","Cluster_17173","FUN_038268","Cluster_17173 _ FUN_038268",1255616,"Cluster_17173","FUN_038268",-0.512494428886705,0.000722335645712612,0.0574780389374659,"mRNA","p < 0.05","ptg000027l:4916384-4940602","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)","Drosophila melanogaster (Fruit fly)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"19129","Cluster_17173","FUN_038284","Cluster_17173 _ FUN_038284",1256585,"Cluster_17173","FUN_038284",-0.505110126536317,0.000886697748989972,0.0641129062834911,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19130","Cluster_17173","FUN_038286","Cluster_17173 _ FUN_038286",1256687,"Cluster_17173","FUN_038286",-0.577837375802088,9.4435236053632e-05,0.0187866019032661,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19131","Cluster_17173","FUN_038302","Cluster_17173 _ FUN_038302",1257299,"Cluster_17173","FUN_038302",-0.513367351896668,0.000704823771666919,0.0567030136258428,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19144","Cluster_17173","FUN_038390","Cluster_17173 _ FUN_038390",1261532,"Cluster_17173","FUN_038390",-0.543512385829306,0.000289635860441415,0.0350024709283717,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19145","Cluster_17173","FUN_038391","Cluster_17173 _ FUN_038391",1261583,"Cluster_17173","FUN_038391",-0.529022586202075,0.000448744734752063,0.0444485786659605,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19147","Cluster_17173","FUN_037938","Cluster_17173 _ FUN_037938",1239857,"Cluster_17173","FUN_037938",-0.523200335252183,0.000532142973082005,0.0486235543387761,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19149","Cluster_17173","FUN_038419","Cluster_17173 _ FUN_038419",1262909,"Cluster_17173","FUN_038419",-0.559995821726075,0.000171698595959505,0.0261586236735231,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19154","Cluster_17173","FUN_038447","Cluster_17173 _ FUN_038447",1263368,"Cluster_17173","FUN_038447",-0.516123882608969,0.000651981837872497,0.0543415493154431,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19158","Cluster_17173","FUN_038466","Cluster_17173 _ FUN_038466",1264847,"Cluster_17173","FUN_038466",-0.546108143826344,0.000267220824337827,0.0334744464470087,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19163","Cluster_17173","FUN_038524","Cluster_17173 _ FUN_038524",1268009,"Cluster_17173","FUN_038524",-0.595326592857721,5.07661379207984e-05,0.0133325742443556,"mRNA","p < 0.05","ptg000027l:8313921-8372346","C5J7W8","Serine/threonine-protein kinase SMG1 (smg-1) (EC 2.7.11.1) (Nonsense-mediated mRNA decay-associated PI3K-related kinase SMG1)","Danio rerio (Zebrafish) (Brachydanio rerio)","negative regulation of macroautophagy [GO:0016242]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; protein phosphorylation [GO:0006468]; TOR signaling [GO:0031929]","GO:0000184; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0016242; GO:0031929; GO:0031931; GO:0031932"
"19171","Cluster_17173","FUN_038613","Cluster_17173 _ FUN_038613",1271528,"Cluster_17173","FUN_038613",-0.558836647437762,0.000178289908897078,0.0266850465385126,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19182","Cluster_17173","FUN_039267","Cluster_17173 _ FUN_039267",1286828,"Cluster_17173","FUN_039267",-0.54141736132398,0.000308943648417553,0.0363364835037937,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19189","Cluster_17173","FUN_039330","Cluster_17173 _ FUN_039330",1291265,"Cluster_17173","FUN_039330",-0.550769442862679,0.000230850284108716,0.0308136468898049,"mRNA","p < 0.05","ptg000029c:55336-74602","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"19191","Cluster_17173","FUN_039378","Cluster_17173 _ FUN_039378",1293611,"Cluster_17173","FUN_039378",-0.573858049633264,0.000108228861674292,0.0202399180607448,"mRNA","p < 0.05","ptg000029c:842741-870072","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"19200","Cluster_17173","FUN_040612","Cluster_17173 _ FUN_040612",1330586,"Cluster_17173","FUN_040612",-0.513745923857804,0.000697347551103521,0.056324851981285,"mRNA","p < 0.05","ptg000031l:10989592-11027477","P10394","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"19205","Cluster_17173","FUN_039875","Cluster_17173 _ FUN_039875",1304984,"Cluster_17173","FUN_039875",-0.55359607907471,0.000211028851646061,0.0293094014387921,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19207","Cluster_17173","FUN_040694","Cluster_17173 _ FUN_040694",1333289,"Cluster_17173","FUN_040694",-0.516808477368336,0.000639419056060894,0.0537770031633472,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19248","Cluster_17173","FUN_039779","Cluster_17173 _ FUN_039779",1300343,"Cluster_17173","FUN_039779",-0.54143355593821,0.000308790070058256,0.0363275445948943,"mRNA","p < 0.05","ptg000031l:68982-91215","O60658","High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A (EC 3.1.4.53)","Homo sapiens (Human)","cAMP catabolic process [GO:0006198]; cellular response to epidermal growth factor stimulus [GO:0071364]; negative regulation of cell death [GO:0060548]; negative regulation of hydrogen peroxide-induced cell death [GO:1903206]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of protein phosphorylation [GO:0001934]; regulation of DNA-templated transcription [GO:0006355]; signal transduction [GO:0007165]","GO:0001934; GO:0004114; GO:0004115; GO:0005829; GO:0006198; GO:0006355; GO:0007165; GO:0019900; GO:0046872; GO:0047555; GO:0060548; GO:0070062; GO:0070374; GO:0071364; GO:1903206"
"19251","Cluster_17173","FUN_040365","Cluster_17173 _ FUN_040365",1324313,"Cluster_17173","FUN_040365",0.536764093204563,0.000356022309994364,0.0392177496049301,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19254","Cluster_17173","FUN_040421","Cluster_17173 _ FUN_040421",1325741,"Cluster_17173","FUN_040421",-0.55808914982568,0.000182660482924867,0.0270109079131119,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19256","Cluster_17173","FUN_040424","Cluster_17173 _ FUN_040424",1325894,"Cluster_17173","FUN_040424",-0.514649042579138,0.000679797071618975,0.0555948455660666,"mRNA","p < 0.05","ptg000031l:8236969-8264497","Q7YRF1","AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain)","Canis lupus familiaris (Dog) (Canis familiaris)","anterograde axonal transport [GO:0008089]; anterograde synaptic vesicle transport [GO:0048490]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]","GO:0005794; GO:0006886; GO:0008089; GO:0016192; GO:0030123; GO:0030131; GO:0030665; GO:0048490; GO:1904115"
"19259","Cluster_17173","FUN_040438","Cluster_17173 _ FUN_040438",1326098,"Cluster_17173","FUN_040438",-0.528511413063535,0.000455567050546244,0.0448522404115769,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19260","Cluster_17173","FUN_040452","Cluster_17173 _ FUN_040452",1326812,"Cluster_17173","FUN_040452",-0.532790816120193,0.000401209622442125,0.0418162856712228,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19262","Cluster_17173","FUN_039852","Cluster_17173 _ FUN_039852",1303709,"Cluster_17173","FUN_039852",0.574236724032751,0.000106841892731925,0.0200908886584722,"mRNA","p < 0.05","ptg000031l:911947-914645","Q9Y399","28S ribosomal protein S2, mitochondrial (MRP-S2) (S2mt) (Mitochondrial small ribosomal subunit protein uS2m)","Homo sapiens (Human)","mitochondrial ribosome assembly [GO:0061668]; mitochondrial translation [GO:0032543]","GO:0003735; GO:0005739; GO:0005743; GO:0005763; GO:0032543; GO:0061668"
"19265","Cluster_17173","FUN_040949","Cluster_17173 _ FUN_040949",1337165,"Cluster_17173","FUN_040949",0.54228140370762,0.000300844801886245,0.0357822998191411,"mRNA","p < 0.05","ptg000033l:298585-339417","Q8I7P9","Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]; transposition, DNA-mediated [GO:0006313]","GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575"
"19266","Cluster_17173","FUN_040952","Cluster_17173 _ FUN_040952",1338338,"Cluster_17173","FUN_040952",0.514360336579235,0.000685364229513008,0.0557944575012564,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19273","Cluster_17173","FUN_042055","Cluster_17173 _ FUN_042055",1380515,"Cluster_17173","FUN_042055",0.504059997560105,0.000912590192471049,0.0650885300955839,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19275","Cluster_17173","FUN_041312","Cluster_17173 _ FUN_041312",1347875,"Cluster_17173","FUN_041312",0.545595322166353,0.000271521370348926,0.0337560485385658,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19288","Cluster_17173","FUN_041501","Cluster_17173 _ FUN_041501",1354505,"Cluster_17173","FUN_041501",-0.500832343512314,0.000996431688186551,0.0682695494689904,"mRNA","p < 0.05","ptg000035l:4417690-4431550","Q60803","TNF receptor-associated factor 3 (EC 2.3.2.27) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (RING-type E3 ubiquitin transferase TRAF3)","Mus musculus (Mouse)","apoptotic process [GO:0006915]; innate immune response [GO:0045087]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; positive regulation of JNK cascade [GO:0046330]; protein K63-linked ubiquitination [GO:0070534]; regulation of apoptotic process [GO:0042981]; regulation of cytokine production [GO:0001817]; regulation of defense response to virus [GO:0050688]; regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043122]; regulation of interferon-beta production [GO:0032648]; regulation of proteolysis [GO:0030162]; Toll signaling pathway [GO:0008063]; toll-like receptor signaling pathway [GO:0002224]; tumor necrosis factor-mediated signaling pathway [GO:0033209]","GO:0001817; GO:0002224; GO:0005164; GO:0005739; GO:0005768; GO:0006915; GO:0008063; GO:0008270; GO:0009898; GO:0016740; GO:0019901; GO:0019903; GO:0030162; GO:0031625; GO:0031996; GO:0032088; GO:0032648; GO:0033209; GO:0035631; GO:0042802; GO:0042981; GO:0043122; GO:0045087; GO:0046330; GO:0050688; GO:0070534"
"19292","Cluster_17173","FUN_041513","Cluster_17173 _ FUN_041513",1355117,"Cluster_17173","FUN_041513",-0.598019182468389,4.59908860590303e-05,0.0126277961209016,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19293","Cluster_17173","FUN_041515","Cluster_17173 _ FUN_041515",1355219,"Cluster_17173","FUN_041515",-0.524888036195332,0.000506647894233318,0.0474327873965903,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19308","Cluster_17173","FUN_041658","Cluster_17173 _ FUN_041658",1361339,"Cluster_17173","FUN_041658",-0.575147705934605,0.000103570899135133,0.019736776082345,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19313","Cluster_17173","FUN_041700","Cluster_17173 _ FUN_041700",1363940,"Cluster_17173","FUN_041700",-0.527977977630954,0.00046278534147245,0.0451615461130588,"mRNA","p < 0.05","ptg000035l:6661337-6666912","Q9QZC4","Choline-phosphate cytidylyltransferase B (EC 2.7.7.15) (CCT-beta) (CTP:phosphocholine cytidylyltransferase B) (CCT B) (CT B) (Phosphorylcholine transferase B)","Rattus norvegicus (Rat)","CDP-choline pathway [GO:0006657]; ovarian follicle development [GO:0001541]; phosphatidylcholine biosynthetic process [GO:0006656]; response to vasopressin [GO:1904116]; spermatogenesis [GO:0007283]","GO:0001541; GO:0004105; GO:0005783; GO:0006656; GO:0006657; GO:0007283; GO:0031210; GO:1904116"
"19315","Cluster_17173","FUN_041724","Cluster_17173 _ FUN_041724",1365062,"Cluster_17173","FUN_041724",-0.542392171511781,0.000299820465307187,0.0357235806825155,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19320","Cluster_17173","FUN_041764","Cluster_17173 _ FUN_041764",1367408,"Cluster_17173","FUN_041764",-0.502026004033125,0.000964660053219547,0.0671749589752528,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19325","Cluster_17173","FUN_041779","Cluster_17173 _ FUN_041779",1368071,"Cluster_17173","FUN_041779",-0.586984744281038,6.856166956267e-05,0.0156575864851413,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19326","Cluster_17173","FUN_041788","Cluster_17173 _ FUN_041788",1365572,"Cluster_17173","FUN_041788",-0.515983085213739,0.000654592699395272,0.0544457222491518,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19332","Cluster_17173","FUN_041823","Cluster_17173 _ FUN_041823",1368275,"Cluster_17173","FUN_041823",-0.661283170575845,3.39698480632766e-06,0.00269998544735518,"mRNA","p < 0.05","ptg000035l:7992876-8012593","Q9P225","Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2) (Dynein heavy chain domain-containing protein 3)","Homo sapiens (Human)","cilium-dependent cell motility [GO:0060285]; inner dynein arm assembly [GO:0036159]; microtubule-based movement [GO:0007018]","GO:0003777; GO:0005524; GO:0005858; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0031514; GO:0036126; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060285"
"19338","Cluster_17173","FUN_041877","Cluster_17173 _ FUN_041877",1371335,"Cluster_17173","FUN_041877",-0.526365580252969,0.00048523028173683,0.0462593033746193,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19352","Cluster_17173","FUN_041945","Cluster_17173 _ FUN_041945",1375874,"Cluster_17173","FUN_041945",-0.592352616201861,5.65607964292703e-05,0.0141176079028892,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19354","Cluster_17173","FUN_041954","Cluster_17173 _ FUN_041954",1374905,"Cluster_17173","FUN_041954",0.501345026500397,0.000982673509001705,0.0678026166865115,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"19356","Cluster_17173","FUN_041980","Cluster_17173 _ FUN_041980",1377047,"Cluster_17173","FUN_041980",-0.572318632703669,0.000114036605744581,0.0208583837775173,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
